tweet_id,label,split
593044582000132096,donation_needs_or_offers_or_volunteering_services,train
592618328641810433,sympathy_and_emotional_support,test
592269665075888128,sympathy_and_emotional_support,train
592903422736736256,missing_trapped_or_found_people,train
592622034712145920,sympathy_and_emotional_support,train
593187840168624129,donation_needs_or_offers_or_volunteering_services,train
592744122366205952,other_useful_information,train
591984325173837824,sympathy_and_emotional_support,train
592344367634984961,donation_needs_or_offers_or_volunteering_services,train
592645260880281600,donation_needs_or_offers_or_volunteering_services,test
592344960873144320,donation_needs_or_offers_or_volunteering_services,train
593702475309297664,donation_needs_or_offers_or_volunteering_services,train
592892552698802176,donation_needs_or_offers_or_volunteering_services,train
593163087370326016,other_useful_information,train
592335758226100224,donation_needs_or_offers_or_volunteering_services,train
592698992095567872,injured_or_dead_people,train
593029346534686721,injured_or_dead_people,test
592266726097559553,not_related_or_irrelevant,train
592338915190841344,sympathy_and_emotional_support,train
592647742725304321,displaced_people_and_evacuations,train
592693881252229121,donation_needs_or_offers_or_volunteering_services,train
592305241837600768,missing_trapped_or_found_people,test
592344738361028608,other_useful_information,test
592166418684256257,donation_needs_or_offers_or_volunteering_services,train
593475044644388864,donation_needs_or_offers_or_volunteering_services,train
592305919997779970,other_useful_information,train
592344774822240256,donation_needs_or_offers_or_volunteering_services,train
592856275974782977,not_related_or_irrelevant,train
593313970380869632,other_useful_information,train
592401650880385025,donation_needs_or_offers_or_volunteering_services,train
593461551253704704,other_useful_information,train
592140944893288448,injured_or_dead_people,train
592902201238003713,sympathy_and_emotional_support,train
593150425949405185,not_related_or_irrelevant,train
592747318186741761,other_useful_information,train
592085547197276161,injured_or_dead_people,train
592104651790487552,donation_needs_or_offers_or_volunteering_services,train
593666659157680128,other_useful_information,train
592344769298325504,donation_needs_or_offers_or_volunteering_services,train
592108683628150784,sympathy_and_emotional_support,train
593771424143147008,other_useful_information,train
592344077095538688,sympathy_and_emotional_support,train
593492818884206593,other_useful_information,train
592344660972085248,not_related_or_irrelevant,test
592226854993403904,sympathy_and_emotional_support,train
593660335074086912,donation_needs_or_offers_or_volunteering_services,train
592681522446147586,infrastructure_and_utilities_damage,test
591963086095044609,sympathy_and_emotional_support,train
592342555544530944,donation_needs_or_offers_or_volunteering_services,train
592332031150804992,sympathy_and_emotional_support,test
592674453449998336,donation_needs_or_offers_or_volunteering_services,train
593359014001422336,other_useful_information,train
592245092087398400,sympathy_and_emotional_support,train
592770703000231937,donation_needs_or_offers_or_volunteering_services,train
593789957275131904,other_useful_information,train
592341030596452353,sympathy_and_emotional_support,test
593091355083169792,other_useful_information,train
593122521328656384,donation_needs_or_offers_or_volunteering_services,train
593784073815986176,missing_trapped_or_found_people,train
592251295194484737,displaced_people_and_evacuations,test
592341709532635138,donation_needs_or_offers_or_volunteering_services,train
593245959481643008,other_useful_information,train
592269529746677760,sympathy_and_emotional_support,train
592276631839866880,donation_needs_or_offers_or_volunteering_services,train
593310938763132928,donation_needs_or_offers_or_volunteering_services,train
592260300411404288,sympathy_and_emotional_support,train
591990933417291776,injured_or_dead_people,train
591991339870355457,donation_needs_or_offers_or_volunteering_services,train
591941137839042561,infrastructure_and_utilities_damage,train
592282360319647745,other_useful_information,train
593144053727891456,sympathy_and_emotional_support,train
593103929942081536,donation_needs_or_offers_or_volunteering_services,train
592672744908693504,injured_or_dead_people,train
592889407453167616,injured_or_dead_people,train
592105405523759104,sympathy_and_emotional_support,train
593193057937403904,other_useful_information,train
593256139644473344,donation_needs_or_offers_or_volunteering_services,train
592075388265832448,sympathy_and_emotional_support,train
593227515273043968,donation_needs_or_offers_or_volunteering_services,train
593525948282052609,displaced_people_and_evacuations,train
593019982289731585,displaced_people_and_evacuations,train
592623190343430144,injured_or_dead_people,train
591960518467952641,injured_or_dead_people,test
593183767101059072,other_useful_information,train
593356101359378433,missing_trapped_or_found_people,train
592342638923272193,sympathy_and_emotional_support,train
592315670815232000,sympathy_and_emotional_support,train
592344660321935361,other_useful_information,train
592779160344465410,other_useful_information,train
592272031439171584,sympathy_and_emotional_support,train
593183152316747776,other_useful_information,train
592974686796910592,displaced_people_and_evacuations,train
593809595841191937,donation_needs_or_offers_or_volunteering_services,train
593762355755888641,sympathy_and_emotional_support,train
593525437113860096,donation_needs_or_offers_or_volunteering_services,train
592302827357151232,donation_needs_or_offers_or_volunteering_services,train
593443169322143746,donation_needs_or_offers_or_volunteering_services,train
592344442872410114,injured_or_dead_people,train
592992170954600448,missing_trapped_or_found_people,train
593108456229445633,donation_needs_or_offers_or_volunteering_services,test
592613322207420416,sympathy_and_emotional_support,train
593322108110774272,donation_needs_or_offers_or_volunteering_services,train
592306011991605248,donation_needs_or_offers_or_volunteering_services,train
593185390632271872,not_related_or_irrelevant,train
592328147510697985,donation_needs_or_offers_or_volunteering_services,train
592219025758769152,not_related_or_irrelevant,train
592706192633376769,sympathy_and_emotional_support,train
592935929834315776,donation_needs_or_offers_or_volunteering_services,train
593828292584742912,other_useful_information,train
592343385085607936,donation_needs_or_offers_or_volunteering_services,test
593154170800050176,sympathy_and_emotional_support,train
592700487222370304,donation_needs_or_offers_or_volunteering_services,train
592340468920426496,donation_needs_or_offers_or_volunteering_services,train
592344732866490368,other_useful_information,train
592263149513875456,not_related_or_irrelevant,train
593181947129561088,donation_needs_or_offers_or_volunteering_services,train
592233715276873728,displaced_people_and_evacuations,train
592750115569475585,injured_or_dead_people,train
593824046111830017,other_useful_information,test
599919647467646977,donation_needs_or_offers_or_volunteering_services,train
592209718015209472,other_useful_information,train
592625076475981824,caution_and_advice,train
591952492470009856,injured_or_dead_people,train
591937360478232576,other_useful_information,train
591939350759403520,infrastructure_and_utilities_damage,train
593182250616913920,sympathy_and_emotional_support,train
591984998758002689,infrastructure_and_utilities_damage,test
593566192096256000,donation_needs_or_offers_or_volunteering_services,train
600202543348617216,other_useful_information,train
592330609210462208,donation_needs_or_offers_or_volunteering_services,train
592244109898850305,displaced_people_and_evacuations,test
591913889744359424,injured_or_dead_people,train
592700023827226625,sympathy_and_emotional_support,train
592109250366705664,donation_needs_or_offers_or_volunteering_services,train
592934073615548417,other_useful_information,train
592379067984252929,infrastructure_and_utilities_damage,train
593180374718488576,displaced_people_and_evacuations,train
592939161444687872,displaced_people_and_evacuations,train
592343805031878656,sympathy_and_emotional_support,train
592336789873950720,other_useful_information,train
592332880078077952,other_useful_information,train
591939069350817792,donation_needs_or_offers_or_volunteering_services,train
592071946965262337,sympathy_and_emotional_support,train
592822146264608770,donation_needs_or_offers_or_volunteering_services,train
592700411204771840,donation_needs_or_offers_or_volunteering_services,test
592996313437896704,infrastructure_and_utilities_damage,train
592278369909125120,other_useful_information,test
591933372605181954,donation_needs_or_offers_or_volunteering_services,train
593608382717698050,sympathy_and_emotional_support,train
592881607083741184,not_related_or_irrelevant,test
592332055477751808,donation_needs_or_offers_or_volunteering_services,train
592337229512515584,sympathy_and_emotional_support,train
591908818050805760,other_useful_information,train
593515635608457217,donation_needs_or_offers_or_volunteering_services,test
592637842515329024,donation_needs_or_offers_or_volunteering_services,train
593121436421730304,donation_needs_or_offers_or_volunteering_services,train
592667253818171394,other_useful_information,train
592343239476162561,injured_or_dead_people,train
592828455034744834,donation_needs_or_offers_or_volunteering_services,train
592229922258554880,injured_or_dead_people,train
593823502261587969,infrastructure_and_utilities_damage,train
592950303982559232,not_related_or_irrelevant,test
593310026867077120,displaced_people_and_evacuations,train
591918620533362688,other_useful_information,train
593799966344241153,injured_or_dead_people,train
593063165333639169,donation_needs_or_offers_or_volunteering_services,train
593501611974008833,not_related_or_irrelevant,train
593179726619004930,injured_or_dead_people,train
592087343273676802,sympathy_and_emotional_support,train
593828498596179968,donation_needs_or_offers_or_volunteering_services,train
592380603586097152,sympathy_and_emotional_support,train
599911736435609600,not_related_or_irrelevant,test
599901700728561665,sympathy_and_emotional_support,train
592328338229735424,donation_needs_or_offers_or_volunteering_services,train
593073769163333632,not_related_or_irrelevant,train
593600014212960257,sympathy_and_emotional_support,train
592759443076587521,donation_needs_or_offers_or_volunteering_services,train
592338437119807489,sympathy_and_emotional_support,train
592609405377449984,sympathy_and_emotional_support,train
592310486298918913,injured_or_dead_people,train
592141087818452993,injured_or_dead_people,train
593412565537001472,other_useful_information,train
593156830488109056,donation_needs_or_offers_or_volunteering_services,train
593795185257091072,other_useful_information,train
592250646662774784,other_useful_information,train
593107706594000896,donation_needs_or_offers_or_volunteering_services,train
592344386123505666,injured_or_dead_people,train
591929798588403712,missing_trapped_or_found_people,train
593155741474811904,sympathy_and_emotional_support,train
592375847069163520,donation_needs_or_offers_or_volunteering_services,train
593345715839082496,missing_trapped_or_found_people,train
592696532148822016,other_useful_information,train
592343602149367808,sympathy_and_emotional_support,train
592343322477232128,sympathy_and_emotional_support,test
593590668032872448,donation_needs_or_offers_or_volunteering_services,train
592268702487187456,injured_or_dead_people,train
600361190628405248,donation_needs_or_offers_or_volunteering_services,train
591983017750593536,sympathy_and_emotional_support,train
592903779281932289,missing_trapped_or_found_people,train
592344945849139200,displaced_people_and_evacuations,test
593711565376983041,sympathy_and_emotional_support,train
593083056786952193,sympathy_and_emotional_support,train
592592490605215744,sympathy_and_emotional_support,train
592236218349326337,other_useful_information,train
592343247143309313,donation_needs_or_offers_or_volunteering_services,train
591933613228175360,injured_or_dead_people,train
592150302402285570,injured_or_dead_people,train
592329718558498816,injured_or_dead_people,train
592695440346341376,displaced_people_and_evacuations,train
592085159672844288,displaced_people_and_evacuations,train
593442271292305408,donation_needs_or_offers_or_volunteering_services,test
592684751598813184,not_related_or_irrelevant,train
592398296825499648,injured_or_dead_people,train
593188956763742208,donation_needs_or_offers_or_volunteering_services,train
592927947910164480,injured_or_dead_people,test
592181225688682496,not_related_or_irrelevant,test
592699148396306435,donation_needs_or_offers_or_volunteering_services,train
593324254986276864,not_related_or_irrelevant,test
592133024952684544,sympathy_and_emotional_support,train
591911607992717312,other_useful_information,train
592170810804166656,not_related_or_irrelevant,train
592307229593706496,not_related_or_irrelevant,train
592815232323624960,sympathy_and_emotional_support,train
592339157877325825,other_useful_information,train
592960832041943041,donation_needs_or_offers_or_volunteering_services,train
593058057724108800,injured_or_dead_people,train
593119026890420225,donation_needs_or_offers_or_volunteering_services,train
593537231446380544,donation_needs_or_offers_or_volunteering_services,train
592705151334490112,injured_or_dead_people,train
592344610938191872,other_useful_information,train
593354939180560384,sympathy_and_emotional_support,train
593184950029045760,donation_needs_or_offers_or_volunteering_services,train
592344913691299842,donation_needs_or_offers_or_volunteering_services,train
592756654258655234,not_related_or_irrelevant,train
592085430696288256,other_useful_information,train
593349482806251520,not_related_or_irrelevant,train
593374312222044160,donation_needs_or_offers_or_volunteering_services,train
593062510955089920,donation_needs_or_offers_or_volunteering_services,train
592700874671190016,injured_or_dead_people,train
593101954454261762,caution_and_advice,train
593760928572657665,donation_needs_or_offers_or_volunteering_services,test
592343015756169216,infrastructure_and_utilities_damage,test
592684424749305856,donation_needs_or_offers_or_volunteering_services,test
592701016472219648,sympathy_and_emotional_support,train
593811011305541632,donation_needs_or_offers_or_volunteering_services,train
592259008527904769,other_useful_information,train
593306047567171584,donation_needs_or_offers_or_volunteering_services,train
591964116807483392,injured_or_dead_people,train
593413744589340673,caution_and_advice,train
592699153202991106,donation_needs_or_offers_or_volunteering_services,train
592287664788807680,other_useful_information,train
591949540309229568,injured_or_dead_people,train
592160377519017984,injured_or_dead_people,test
592652433244999680,missing_trapped_or_found_people,train
593074167118897153,missing_trapped_or_found_people,train
592118463583232000,injured_or_dead_people,train
593822628584017920,donation_needs_or_offers_or_volunteering_services,train
592077717719351298,infrastructure_and_utilities_damage,train
593182374201921536,donation_needs_or_offers_or_volunteering_services,train
592176792334643200,sympathy_and_emotional_support,train
592340672121671681,sympathy_and_emotional_support,train
592320294724874242,other_useful_information,train
593093645978497024,other_useful_information,train
593254575668203520,displaced_people_and_evacuations,test
593585184190009344,missing_trapped_or_found_people,train
592704809477767169,injured_or_dead_people,train
593592079604850688,not_related_or_irrelevant,train
593227960590577665,donation_needs_or_offers_or_volunteering_services,test
592680034718130178,donation_needs_or_offers_or_volunteering_services,test
592673447903416320,donation_needs_or_offers_or_volunteering_services,train
593633588479922176,donation_needs_or_offers_or_volunteering_services,train
592123596018946048,sympathy_and_emotional_support,train
592824313646075904,displaced_people_and_evacuations,train
593080695452471297,donation_needs_or_offers_or_volunteering_services,train
593801162362523649,donation_needs_or_offers_or_volunteering_services,train
593435065926856704,sympathy_and_emotional_support,train
592174200460341249,not_related_or_irrelevant,test
592357757229072385,caution_and_advice,train
592268439277981696,infrastructure_and_utilities_damage,train
592268965713354752,missing_trapped_or_found_people,train
592692934379761667,donation_needs_or_offers_or_volunteering_services,train
598079215129337856,donation_needs_or_offers_or_volunteering_services,train
592656633840402433,donation_needs_or_offers_or_volunteering_services,train
592257866796560384,other_useful_information,train
593202208767893505,donation_needs_or_offers_or_volunteering_services,train
592330168196182016,injured_or_dead_people,train
593461836848107520,donation_needs_or_offers_or_volunteering_services,train
592681191427481601,injured_or_dead_people,train
592343803979124737,other_useful_information,test
592159777041547264,donation_needs_or_offers_or_volunteering_services,train
592337820422836224,injured_or_dead_people,train
592356408823193600,injured_or_dead_people,train
591988602818560000,sympathy_and_emotional_support,train
593798414439096320,not_related_or_irrelevant,train
592159826433552384,other_useful_information,train
592107388880072704,displaced_people_and_evacuations,train
592691928417832964,donation_needs_or_offers_or_volunteering_services,train
593832460745646080,donation_needs_or_offers_or_volunteering_services,train
593822120003547136,other_useful_information,train
592620264330010624,donation_needs_or_offers_or_volunteering_services,test
592293488399491073,sympathy_and_emotional_support,train
592256527152484352,other_useful_information,test
591995695919333376,other_useful_information,train
592335673455022081,sympathy_and_emotional_support,train
592108587154997248,sympathy_and_emotional_support,train
593763810734780416,donation_needs_or_offers_or_volunteering_services,train
593182894224375808,sympathy_and_emotional_support,train
593157983766347776,infrastructure_and_utilities_damage,train
593828143774838785,missing_trapped_or_found_people,train
593143389715099648,other_useful_information,train
591924286123806720,sympathy_and_emotional_support,train
592672313050537987,donation_needs_or_offers_or_volunteering_services,train
591912927986323456,sympathy_and_emotional_support,train
593148406199033856,missing_trapped_or_found_people,train
592986411826946048,other_useful_information,train
593324104930893824,missing_trapped_or_found_people,train
593818357171933185,other_useful_information,train
592156154676973568,sympathy_and_emotional_support,train
593184937047494657,donation_needs_or_offers_or_volunteering_services,test
592342768711704576,donation_needs_or_offers_or_volunteering_services,test
592894982903754752,other_useful_information,train
593438598134767616,sympathy_and_emotional_support,train
592155361701953537,other_useful_information,test
592168712087568384,donation_needs_or_offers_or_volunteering_services,train
592607545354801152,donation_needs_or_offers_or_volunteering_services,train
593009420725919744,injured_or_dead_people,train
592688864516567043,donation_needs_or_offers_or_volunteering_services,test
600464994531155968,donation_needs_or_offers_or_volunteering_services,train
592913382736400384,displaced_people_and_evacuations,train
593829889897140224,donation_needs_or_offers_or_volunteering_services,train
593827744737153024,other_useful_information,train
593615184779816960,donation_needs_or_offers_or_volunteering_services,train
593358584416759808,donation_needs_or_offers_or_volunteering_services,train
593112804263067649,injured_or_dead_people,test
592696224286904321,donation_needs_or_offers_or_volunteering_services,train
593516466198024195,sympathy_and_emotional_support,train
597780713774022656,donation_needs_or_offers_or_volunteering_services,train
592252227835822080,sympathy_and_emotional_support,train
592261509658513408,sympathy_and_emotional_support,train
592701166737354752,donation_needs_or_offers_or_volunteering_services,train
592209579708055552,sympathy_and_emotional_support,train
593823854641872896,other_useful_information,train
592700268912979968,injured_or_dead_people,train
592688954543046656,other_useful_information,train
592268379500761088,displaced_people_and_evacuations,train
593185947820273665,donation_needs_or_offers_or_volunteering_services,train
593152175313915905,donation_needs_or_offers_or_volunteering_services,test
593796616420782080,not_related_or_irrelevant,train
592342259628113920,sympathy_and_emotional_support,train
592343076431011840,other_useful_information,train
592617823161167872,other_useful_information,train
592872744095744000,sympathy_and_emotional_support,test
592315810632310784,injured_or_dead_people,train
593409153235824641,donation_needs_or_offers_or_volunteering_services,train
593465194023677952,donation_needs_or_offers_or_volunteering_services,train
593186854079483905,injured_or_dead_people,train
593184435035570176,donation_needs_or_offers_or_volunteering_services,train
591909231797739520,injured_or_dead_people,train
592801896999563264,donation_needs_or_offers_or_volunteering_services,train
600342901684457472,donation_needs_or_offers_or_volunteering_services,train
593425888580100097,other_useful_information,train
592616965669318658,donation_needs_or_offers_or_volunteering_services,train
592864004059623424,sympathy_and_emotional_support,train
592614221583654912,infrastructure_and_utilities_damage,train
592953036512821249,sympathy_and_emotional_support,train
593015637431046145,sympathy_and_emotional_support,train
593828509409222656,donation_needs_or_offers_or_volunteering_services,train
593207091386548224,donation_needs_or_offers_or_volunteering_services,train
593147955395211264,injured_or_dead_people,train
593102819911020544,donation_needs_or_offers_or_volunteering_services,train
593130358742372353,not_related_or_irrelevant,train
592669693988724737,sympathy_and_emotional_support,train
592124252633071617,sympathy_and_emotional_support,train
592343665844051968,other_useful_information,test
592344667942825984,sympathy_and_emotional_support,test
592160724371185664,injured_or_dead_people,train
592912742010343424,other_useful_information,train
592343640267223040,injured_or_dead_people,train
592395828620169217,injured_or_dead_people,train
592868553231048704,donation_needs_or_offers_or_volunteering_services,train
592381426516955137,missing_trapped_or_found_people,train
592337706534838272,sympathy_and_emotional_support,train
591919579556786176,sympathy_and_emotional_support,test
592737382274879489,donation_needs_or_offers_or_volunteering_services,test
592259910441803777,not_related_or_irrelevant,train
592592445650640896,other_useful_information,train
592699058982133760,displaced_people_and_evacuations,train
592251762196750336,sympathy_and_emotional_support,test
593169678249435136,other_useful_information,train
593824607095771139,other_useful_information,train
593158065672749056,other_useful_information,train
592639708804460548,sympathy_and_emotional_support,train
592374679874207745,other_useful_information,train
593152607700529152,infrastructure_and_utilities_damage,train
592298358061957122,missing_trapped_or_found_people,train
593377856434089984,other_useful_information,test
593800034946154496,other_useful_information,train
593459058289549314,other_useful_information,train
593541643594248194,other_useful_information,train
591924882964754432,other_useful_information,train
593118860800327680,donation_needs_or_offers_or_volunteering_services,train
593059476648787968,other_useful_information,train
592793818094825476,donation_needs_or_offers_or_volunteering_services,train
592759520130105344,other_useful_information,train
593152505527144448,not_related_or_irrelevant,train
592929450431504384,other_useful_information,train
592742210573049856,donation_needs_or_offers_or_volunteering_services,train
592930444246536195,other_useful_information,train
592158975006613504,infrastructure_and_utilities_damage,train
593119932319162368,donation_needs_or_offers_or_volunteering_services,train
593458958028959745,donation_needs_or_offers_or_volunteering_services,train
593244672635576321,donation_needs_or_offers_or_volunteering_services,train
593826972049911808,missing_trapped_or_found_people,train
592337290401226752,donation_needs_or_offers_or_volunteering_services,train
593322344073953280,other_useful_information,train
591949250793058304,sympathy_and_emotional_support,train
593824958502993920,donation_needs_or_offers_or_volunteering_services,train
593025281570516992,injured_or_dead_people,train
592600881884897280,missing_trapped_or_found_people,train
592735133184163840,other_useful_information,test
593151719296610304,sympathy_and_emotional_support,train
592897979700420608,other_useful_information,train
592361479032147970,sympathy_and_emotional_support,train
592336650098708480,sympathy_and_emotional_support,test
592874066094202880,other_useful_information,test
592950888714661888,other_useful_information,train
591953648760037376,infrastructure_and_utilities_damage,train
600101493753171969,other_useful_information,test
593079853160759298,sympathy_and_emotional_support,train
592100562226786304,sympathy_and_emotional_support,train
592366953626521601,injured_or_dead_people,train
